"event","time","p","resolution","quarter","bin","Year","Quarter","realization","grpd_time_event"
1989.75,1989.125,0.208666666666667,1,1,1,NA,NA,NA,419
1989.75,1989.375,0.217857142857143,1,2,1,NA,NA,NA,423
1989.75,1989.625,0.184444444444444,1,3,1,NA,NA,NA,427
1990,1988.875,0.238461538461538,1,4,1,NA,NA,NA,416
1990,1989.125,0.295625,1,1,1,NA,NA,NA,420
1990,1989.375,0.276,1,2,1,NA,NA,NA,424
1990,1989.625,0.212727272727273,1,3,1,NA,NA,NA,428
1990,1989.875,0.275714285714286,1,4,1,NA,NA,NA,432
1990.25,1989.125,0.336666666666667,1,1,1,NA,NA,NA,421
1990.25,1989.375,0.3,1,2,1,NA,NA,NA,425
1990.25,1989.625,0.245384615384615,1,3,1,NA,NA,NA,429
1990.25,1989.875,0.327142857142857,1,4,1,NA,NA,NA,433
1990.25,1990.125,0.285,1,1,1,NA,NA,NA,437
1990.5,1989.375,0.30625,1,2,1,NA,NA,NA,426
1990.5,1989.625,0.316923076923077,1,3,1,NA,NA,NA,430
1990.5,1989.875,0.280714285714286,1,4,1,NA,NA,NA,434
1990.5,1990.125,0.286363636363636,1,1,1,NA,NA,NA,438
1990.5,1990.375,0.2,1,2,1,NA,NA,NA,442
1990.75,1989.625,0.313846153846154,1,3,1,1990,3,1,431
1990.75,1989.875,0.220714285714286,1,4,1,1990,3,1,435
1990.75,1990.125,0.215454545454545,1,1,1,1990,3,1,439
1990.75,1990.375,0.208333333333333,1,2,1,1990,3,1,443
1990.75,1990.625,0.37,1,3,1,1990,3,1,447
1990.75,1990.749,1,2,5,1,1990,3,1,452
1991,1989.875,0.181428571428571,1,4,1,1990,4,1,436
1991,1990.125,0.209090909090909,1,1,1,1990,4,1,440
1991,1990.375,0.307142857142857,1,2,1,1990,4,1,444
1991,1990.625,0.45,1,3,1,1990,4,1,448
1991,1990.875,0.735862068965517,1,4,1,1990,4,1,453
1991,1990.999,1,2,5,1,1990,4,1,458
1991.25,1990.125,0.206666666666667,1,1,1,1991,1,1,441
1991.25,1990.375,0.264285714285714,1,2,1,1991,1,1,445
1991.25,1990.625,0.395833333333333,1,3,1,1991,1,1,449
1991.25,1990.875,0.724137931034483,1,4,1,1991,1,1,454
1991.25,1991.125,0.863823529411765,1,1,1,1991,1,1,459
1991.25,1991.249,1,2,5,1,1991,1,1,464
1991.5,1990.375,0.233333333333333,1,2,1,NA,NA,NA,446
1991.5,1990.625,0.325,1,3,1,NA,NA,NA,450
1991.5,1990.875,0.563793103448276,1,4,1,NA,NA,NA,455
1991.5,1991.125,0.605882352941176,1,1,1,NA,NA,NA,460
1991.5,1991.375,0.60175,1,2,1,NA,NA,NA,465
1991.75,1990.625,0.241666666666667,1,3,1,NA,NA,NA,451
1991.75,1990.875,0.353448275862069,1,4,1,NA,NA,NA,456
1991.75,1991.125,0.339705882352941,1,1,1,NA,NA,NA,461
1991.75,1991.375,0.3125,1,2,1,NA,NA,NA,466
1991.75,1991.625,0.198888888888889,1,3,1,NA,NA,NA,470
1992,1990.875,0.228571428571429,1,4,1,NA,NA,NA,457
1992,1991.125,0.203125,1,1,1,NA,NA,NA,462
1992,1991.375,0.180263157894737,1,2,1,NA,NA,NA,467
1992,1991.625,0.211111111111111,1,3,1,NA,NA,NA,471
1992,1991.875,0.338857142857143,1,4,1,NA,NA,NA,475
1992.25,1991.125,0.146666666666667,1,1,1,NA,NA,NA,463
1992.25,1991.375,0.141212121212121,1,2,1,NA,NA,NA,468
1992.25,1991.625,0.186538461538462,1,3,1,NA,NA,NA,472
1992.25,1991.875,0.284411764705882,1,4,1,NA,NA,NA,476
1992.25,1992.125,0.441891891891892,1,1,1,NA,NA,NA,480
1992.5,1991.375,0.130606060606061,1,2,1,NA,NA,NA,469
1992.5,1991.625,0.1712,1,3,1,NA,NA,NA,473
1992.5,1991.875,0.179032258064516,1,4,1,NA,NA,NA,477
1992.5,1992.125,0.258108108108108,1,1,1,NA,NA,NA,481
1992.5,1992.375,0.112758620689655,1,2,1,NA,NA,NA,485
1992.75,1991.625,0.17,1,3,1,NA,NA,NA,474
1992.75,1991.875,0.14625,1,4,1,NA,NA,NA,478
1992.75,1992.125,0.148529411764706,1,1,1,NA,NA,NA,482
1992.75,1992.375,0.134193548387097,1,2,1,NA,NA,NA,486
1992.75,1992.625,0.139677419354839,1,3,1,NA,NA,NA,490
1993,1991.875,0.136129032258065,1,4,1,NA,NA,NA,479
1993,1992.125,0.1253125,1,1,1,NA,NA,NA,483
1993,1992.375,0.134193548387097,1,2,1,NA,NA,NA,487
1993,1992.625,0.174193548387097,1,3,1,NA,NA,NA,491
1993,1992.875,0.15,1,4,1,NA,NA,NA,495
1993.25,1992.125,0.126333333333333,1,1,1,NA,NA,NA,484
1993.25,1992.375,0.129032258064516,1,2,1,NA,NA,NA,488
1993.25,1992.625,0.146333333333333,1,3,1,NA,NA,NA,492
1993.25,1992.875,0.131515151515152,1,4,1,NA,NA,NA,496
1993.25,1993.125,0.0747333333333333,1,1,1,NA,NA,NA,500
1993.5,1992.375,0.151333333333333,1,2,1,NA,NA,NA,489
1993.5,1992.625,0.132,1,3,1,NA,NA,NA,493
1993.5,1992.875,0.124914285714286,1,4,1,NA,NA,NA,497
1993.5,1993.125,0.0865909090909091,1,1,1,NA,NA,NA,501
1993.5,1993.375,0.0998076923076923,1,2,1,NA,NA,NA,505
1993.75,1992.625,0.122068965517241,1,3,1,NA,NA,NA,494
1993.75,1992.875,0.113529411764706,1,4,1,NA,NA,NA,498
1993.75,1993.125,0.0866666666666667,1,1,1,NA,NA,NA,502
1993.75,1993.375,0.1075,1,2,1,NA,NA,NA,506
1993.75,1993.625,0.0883333333333333,1,3,1,NA,NA,NA,510
1994,1992.875,0.117941176470588,1,4,1,NA,NA,NA,499
1994,1993.125,0.104285714285714,1,1,1,NA,NA,NA,503
1994,1993.375,0.122692307692308,1,2,1,NA,NA,NA,507
1994,1993.625,0.107676419354839,1,3,1,NA,NA,NA,511
1994,1993.875,0.0891666666666667,1,4,1,NA,NA,NA,515
1994.25,1993.125,0.1225,1,1,1,NA,NA,NA,504
1994.25,1993.375,0.141,1,2,1,NA,NA,NA,508
1994.25,1993.625,0.153870967741935,1,3,1,NA,NA,NA,512
1994.25,1993.875,0.0974,1,4,1,NA,NA,NA,516
1994.25,1994.125,0.0773333333333333,1,1,1,NA,NA,NA,520
1994.5,1993.375,0.160333333333333,1,2,1,NA,NA,NA,509
1994.5,1993.625,0.1866992,1,3,1,NA,NA,NA,513
1994.5,1993.875,0.138265633333333,1,4,1,NA,NA,NA,517
1994.5,1994.125,0.068125,1,1,1,NA,NA,NA,521
1994.5,1994.375,0.0791666666666667,1,2,1,NA,NA,NA,525
1994.75,1993.625,0.1670664,1,3,1,NA,NA,NA,514
1994.75,1993.875,0.136,1,4,1,NA,NA,NA,518
1994.75,1994.125,0.08,1,1,1,NA,NA,NA,522
1994.75,1994.375,0.0930434782608696,1,2,1,NA,NA,NA,526
1994.75,1994.625,0.104823529411765,1,3,1,NA,NA,NA,530
1995,1993.875,0.140550931034483,1,4,1,NA,NA,NA,519
1995,1994.125,0.0904545454545455,1,1,1,NA,NA,NA,523
1995,1994.375,0.108928571428571,1,2,1,NA,NA,NA,527
1995,1994.625,0.110047571428571,1,3,1,NA,NA,NA,531
1995,1994.875,0.0559089090909091,1,4,1,NA,NA,NA,535
1995.25,1994.125,0.122727272727273,1,1,1,NA,NA,NA,524
1995.25,1994.375,0.145862068965517,1,2,1,NA,NA,NA,528
1995.25,1994.625,0.144537269230769,1,3,1,NA,NA,NA,532
1995.25,1994.875,0.104090818181818,1,4,1,NA,NA,NA,536
1995.25,1995.125,0.074714,1,1,1,NA,NA,NA,540
1995.5,1994.375,0.164137931034483,1,2,1,NA,NA,NA,529
1995.5,1994.625,0.169845269230769,1,3,1,NA,NA,NA,533
1995.5,1994.875,0.145291333333333,1,4,1,NA,NA,NA,537
1995.5,1995.125,0.105833333333333,1,1,1,NA,NA,NA,541
1995.5,1995.375,0.156,1,2,1,NA,NA,NA,545
1995.75,1994.625,0.180807653846154,1,3,1,NA,NA,NA,534
1995.75,1994.875,0.1762,1,4,1,NA,NA,NA,538
1995.75,1995.125,0.134272681818182,1,1,1,NA,NA,NA,542
1995.75,1995.375,0.137560975609756,1,2,1,NA,NA,NA,546
1995.75,1995.625,0.140441176470588,1,3,1,NA,NA,NA,550
1996,1994.875,0.222083333333333,1,4,1,NA,NA,NA,539
1996,1995.125,0.171652086956522,1,1,1,NA,NA,NA,543
1996,1995.375,0.14825,1,2,1,NA,NA,NA,547
1996,1995.625,0.151296459459459,1,3,1,NA,NA,NA,551
1996,1995.875,0.129413793103448,1,4,1,NA,NA,NA,555
1996.25,1995.125,0.19686947826087,1,1,1,NA,NA,NA,544
1996.25,1995.375,0.185853658536585,1,2,1,NA,NA,NA,548
1996.25,1995.625,0.180574225,1,3,1,NA,NA,NA,552
1996.25,1995.875,0.140157868421053,1,4,1,NA,NA,NA,556
1996.25,1996.125,0.307636121212121,1,1,1,NA,NA,NA,560
1996.5,1995.375,0.216341463414634,1,2,1,NA,NA,NA,549
1996.5,1995.625,0.188804317073171,1,3,1,NA,NA,NA,553
1996.5,1995.875,0.191333333333333,1,4,1,NA,NA,NA,557
1996.5,1996.125,0.201529411764706,1,1,1,NA,NA,NA,561
1996.5,1996.375,0.0995776842105263,1,2,1,NA,NA,NA,565
1996.75,1995.625,0.212292292682927,1,3,1,NA,NA,NA,554
1996.75,1995.875,0.212925,1,4,1,NA,NA,NA,558
1996.75,1996.125,0.178735294117647,1,1,1,NA,NA,NA,562
1996.75,1996.375,0.11724928125,1,2,1,NA,NA,NA,566
1996.75,1996.625,0.136315789473684,1,3,1,NA,NA,NA,570
1997,1995.875,0.2360996,1,4,1,NA,NA,NA,559
1997,1996.125,0.193757090909091,1,1,1,NA,NA,NA,563
1997,1996.375,0.156832694444444,1,2,1,NA,NA,NA,567
1997,1996.625,0.141999178571429,1,3,1,NA,NA,NA,571
1997,1996.875,0.108695652173913,1,4,1,NA,NA,NA,575
1997.25,1996.125,0.2180285,1,1,1,NA,NA,NA,564
1997.25,1996.375,0.198582888888889,1,2,1,NA,NA,NA,568
1997.25,1996.625,0.171656257142857,1,3,1,NA,NA,NA,572
1997.25,1996.875,0.137692307692308,1,4,1,NA,NA,NA,576
1997.25,1997.125,0.109545454545455,1,1,1,NA,NA,NA,580
1997.5,1996.375,0.250285714285714,1,2,1,NA,NA,NA,569
1997.5,1996.625,0.220227685714286,1,3,1,NA,NA,NA,573
1997.5,1996.875,0.160645161290323,1,4,1,NA,NA,NA,577
1997.5,1997.125,0.128666666666667,1,1,1,NA,NA,NA,581
1997.5,1997.375,0.14804347826087,1,2,1,NA,NA,NA,585
1997.75,1996.625,0.254656257142857,1,3,1,NA,NA,NA,574
1997.75,1996.875,0.21328125,1,4,1,NA,NA,NA,578
1997.75,1997.125,0.1628125,1,1,1,NA,NA,NA,582
1997.75,1997.375,0.134379310344828,1,2,1,NA,NA,NA,586
1997.75,1997.625,0.06175,1,3,1,NA,NA,NA,590
1998,1996.875,0.236129032258065,1,4,1,NA,NA,NA,579
1998,1997.125,0.191060606060606,1,1,1,NA,NA,NA,583
1998,1997.375,0.145705852941176,1,2,1,NA,NA,NA,587
1998,1997.625,0.0912068965517241,1,3,1,NA,NA,NA,591
1998,1997.875,0.0673684210526316,1,4,1,NA,NA,NA,595
1998.25,1997.125,0.222121212121212,1,1,1,NA,NA,NA,584
1998.25,1997.375,0.200582694444444,1,2,1,NA,NA,NA,588
1998.25,1997.625,0.136666666666667,1,3,1,NA,NA,NA,592
1998.25,1997.875,0.116,1,4,1,NA,NA,NA,596
1998.25,1998.125,0.081875,1,1,1,NA,NA,NA,600
1998.5,1997.375,0.232610666666667,1,2,1,NA,NA,NA,589
1998.5,1997.625,0.170294117647059,1,3,1,NA,NA,NA,593
1998.5,1997.875,0.14,1,4,1,NA,NA,NA,597
1998.5,1998.125,0.108695652173913,1,1,1,NA,NA,NA,601
1998.5,1998.375,0.09125,1,2,1,NA,NA,NA,605
1998.75,1997.625,0.205294117647059,1,3,1,NA,NA,NA,594
1998.75,1997.875,0.170294117647059,1,4,1,NA,NA,NA,598
1998.75,1998.125,0.124285714285714,1,1,1,NA,NA,NA,602
1998.75,1998.375,0.0971428571428571,1,2,1,NA,NA,NA,606
1998.75,1998.625,0.159166666666667,1,3,1,NA,NA,NA,610
1999,1997.875,0.197647058823529,1,4,1,NA,NA,NA,599
1999,1998.125,0.145862068965517,1,1,1,NA,NA,NA,603
1999,1998.375,0.127307692307692,1,2,1,NA,NA,NA,607
1999,1998.625,0.165833333333333,1,3,1,NA,NA,NA,611
1999,1998.875,0.0933333333333333,1,4,1,NA,NA,NA,615
1999.25,1998.125,0.159655172413793,1,1,1,NA,NA,NA,604
1999.25,1998.375,0.158518518518519,1,2,1,NA,NA,NA,608
1999.25,1998.625,0.181586206896552,1,3,1,NA,NA,NA,612
1999.25,1998.875,0.174115384615385,1,4,1,NA,NA,NA,616
1999.25,1999.125,0.0728571428571429,1,1,1,NA,NA,NA,620
1999.5,1998.375,0.179259259259259,1,2,1,NA,NA,NA,609
1999.5,1998.625,0.191586206896552,1,3,1,NA,NA,NA,613
1999.5,1998.875,0.209518518518519,1,4,1,NA,NA,NA,617
1999.5,1999.125,0.0942307692307692,1,1,1,NA,NA,NA,621
1999.5,1999.375,0.059375,1,2,1,NA,NA,NA,625
1999.75,1998.625,0.1867,1,3,1,NA,NA,NA,614
1999.75,1998.875,0.218428571428571,1,4,1,NA,NA,NA,618
1999.75,1999.125,0.128965517241379,1,1,1,NA,NA,NA,622
1999.75,1999.375,0.0723076923076923,1,2,1,NA,NA,NA,626
1999.75,1999.625,0.05,1,3,1,NA,NA,NA,630
2000,1998.875,0.206607142857143,1,4,1,NA,NA,NA,619
2000,1999.125,0.151,1,1,1,NA,NA,NA,623
2000,1999.375,0.102857142857143,1,2,1,NA,NA,NA,627
2000,1999.625,0.0835714285714286,1,3,1,NA,NA,NA,631
2000,1999.875,0.0513888888888889,1,4,1,NA,NA,NA,635
2000.25,1999.125,0.274666666666667,1,1,1,NA,NA,NA,624
2000.25,1999.375,0.27741935483871,1,2,1,NA,NA,NA,628
2000.25,1999.625,0.256363636363636,1,3,1,NA,NA,NA,632
2000.25,1999.875,0.226666666666667,1,4,1,NA,NA,NA,636
2000.25,2000.125,0.114,1,1,1,NA,NA,NA,640
2000.5,1999.375,0.216451612903226,1,2,1,NA,NA,NA,629
2000.5,1999.625,0.179117647058824,1,3,1,NA,NA,NA,633
2000.5,1999.875,0.150285714285714,1,4,1,NA,NA,NA,637
2000.5,2000.125,0.0842307692307692,1,1,1,NA,NA,NA,641
2000.5,2000.375,0.0364285714285714,1,2,1,NA,NA,NA,645
2000.75,1999.625,0.177363636363636,1,3,1,NA,NA,NA,634
2000.75,1999.875,0.154857142857143,1,4,1,NA,NA,NA,638
2000.75,2000.125,0.118148148148148,1,1,1,NA,NA,NA,642
2000.75,2000.375,0.0654545454545455,1,2,1,NA,NA,NA,646
2000.75,2000.625,0.0491666666666667,1,3,1,NA,NA,NA,650
2001,1999.875,0.171111111111111,1,4,1,NA,NA,NA,639
2001,2000.125,0.155,1,1,1,NA,NA,NA,643
2001,2000.375,0.107037037037037,1,2,1,NA,NA,NA,647
2001,2000.625,0.0852173913043478,1,3,1,NA,NA,NA,651
2001,2000.875,0.081875,1,4,1,NA,NA,NA,655
2001.25,2000.125,0.184838709677419,1,1,1,2001,1,1,644
2001.25,2000.375,0.164137931034483,1,2,1,2001,1,1,648
2001.25,2000.625,0.135172413793103,1,3,1,2001,1,1,652
2001.25,2000.875,0.120344827586207,1,4,1,2001,1,1,656
2001.25,2001.125,0.404285714285714,1,1,1,2001,1,1,660
2001.25,2001.249,1,2,5,1,2001,1,1,665
2001.5,2000.375,0.193448275862069,1,2,1,NA,NA,NA,649
2001.5,2000.625,0.1555,1,3,1,NA,NA,NA,653
2001.5,2000.875,0.173870967741936,1,4,1,NA,NA,NA,657
2001.5,2001.125,0.316483870967742,1,1,1,NA,NA,NA,661
2001.5,2001.375,0.3532,1,2,1,NA,NA,NA,666
2001.75,2000.625,0.174666666666667,1,3,1,2001,3,1,654
2001.75,2000.875,0.191935483870968,1,4,1,2001,3,1,658
2001.75,2001.125,0.226774193548387,1,1,1,2001,3,1,662
2001.75,2001.375,0.288214285714286,1,2,1,2001,3,1,667
2001.75,2001.625,0.345896551724138,1,3,1,2001,3,1,671
2001.75,2001.749,1,2,5,1,2001,3,1,676
2002,2000.875,0.198333333333333,1,4,1,NA,NA,NA,659
2002,2001.125,0.191785714285714,1,1,1,NA,NA,NA,663
2002,2001.375,0.242962962962963,1,2,1,NA,NA,NA,668
2002,2001.625,0.269642857142857,1,3,1,NA,NA,NA,672
2002,2001.875,0.81764,1,4,1,NA,NA,NA,677
2002.25,2001.125,0.1476,1,1,1,NA,NA,NA,664
2002.25,2001.375,0.191153846153846,1,2,1,NA,NA,NA,669
2002.25,2001.625,0.210357142857143,1,3,1,NA,NA,NA,673
2002.25,2001.875,0.48804,1,4,1,NA,NA,NA,678
2002.25,2002.125,0.362379310344828,1,1,1,NA,NA,NA,682
2002.5,2001.375,0.146,1,2,1,NA,NA,NA,670
2002.5,2001.625,0.176923076923077,1,3,1,NA,NA,NA,674
2002.5,2001.875,0.283375,1,4,1,NA,NA,NA,679
2002.5,2002.125,0.2945,1,1,1,NA,NA,NA,683
2002.5,2002.375,0.16404,1,2,1,NA,NA,NA,687
2002.75,2001.625,0.162692307692308,1,3,1,NA,NA,NA,675
2002.75,2001.875,0.2,1,4,1,NA,NA,NA,680
2002.75,2002.125,0.2013125,1,1,1,NA,NA,NA,684
2002.75,2002.375,0.14841935483871,1,2,1,NA,NA,NA,688
2002.75,2002.625,0.185217391304348,1,3,1,NA,NA,NA,692
2003,2001.875,0.1875,1,4,1,NA,NA,NA,681
2003,2002.125,0.163428571428571,1,1,1,NA,NA,NA,685
2003,2002.375,0.122290322580645,1,2,1,NA,NA,NA,689
2003,2002.625,0.192962962962963,1,3,1,NA,NA,NA,693
2003,2002.875,0.298,1,4,1,NA,NA,NA,697
2003.25,2002.125,0.14775,1,1,1,NA,NA,NA,686
2003.25,2002.375,0.107892857142857,1,2,1,NA,NA,NA,690
2003.25,2002.625,0.164285714285714,1,3,1,NA,NA,NA,694
2003.25,2002.875,0.26,1,4,1,NA,NA,NA,698
2003.25,2003.125,0.245714285714286,1,1,1,NA,NA,NA,702
2003.5,2002.375,0.106333333333333,1,2,1,NA,NA,NA,691
2003.5,2002.625,0.161111111111111,1,3,1,NA,NA,NA,695
2003.5,2002.875,0.198461538461538,1,4,1,NA,NA,NA,699
2003.5,2003.125,0.22734375,1,1,1,NA,NA,NA,703
2003.5,2003.375,0.241538461538462,1,2,1,NA,NA,NA,707
2003.75,2002.625,0.148076923076923,1,3,1,NA,NA,NA,696
2003.75,2002.875,0.161923076923077,1,4,1,NA,NA,NA,700
2003.75,2003.125,0.18725,1,1,1,NA,NA,NA,704
2003.75,2003.375,0.150689655172414,1,2,1,NA,NA,NA,708
2003.75,2003.625,0.0788235294117647,1,3,1,NA,NA,NA,712
2004,2002.875,0.147307692307692,1,4,1,NA,NA,NA,701
2004,2003.125,0.151354838709677,1,1,1,NA,NA,NA,705
2004,2003.375,0.136206896551724,1,2,1,NA,NA,NA,709
2004,2003.625,0.0895,1,3,1,NA,NA,NA,713
2004,2003.875,0.0689444444444444,1,4,1,NA,NA,NA,717
2004.25,2003.125,0.1308,1,1,1,NA,NA,NA,706
2004.25,2003.375,0.121071428571429,1,2,1,NA,NA,NA,710
2004.25,2003.625,0.102727272727273,1,3,1,NA,NA,NA,714
2004.25,2003.875,0.0788,1,4,1,NA,NA,NA,718
2004.25,2004.125,0.0435714285714286,1,1,1,NA,NA,NA,722
2004.5,2003.375,0.115357142857143,1,2,1,NA,NA,NA,711
2004.5,2003.625,0.106521739130435,1,3,1,NA,NA,NA,715
2004.5,2003.875,0.0864285714285714,1,4,1,NA,NA,NA,719
2004.5,2004.125,0.0623809523809524,1,1,1,NA,NA,NA,723
2004.5,2004.375,0.035,1,2,1,NA,NA,NA,727
2004.75,2003.625,0.11,1,3,1,NA,NA,NA,716
2004.75,2003.875,0.102857142857143,1,4,1,NA,NA,NA,720
2004.75,2004.125,0.0752173913043478,1,1,1,NA,NA,NA,724
2004.75,2004.375,0.0572727272727273,1,2,1,NA,NA,NA,728
2004.75,2004.625,0.0496363636363636,1,3,1,NA,NA,NA,732
2005,2003.875,0.116296296296296,1,4,1,NA,NA,NA,721
2005,2004.125,0.0924,1,1,1,NA,NA,NA,725
2005,2004.375,0.0796153846153846,1,2,1,NA,NA,NA,729
2005,2004.625,0.0745833333333333,1,3,1,NA,NA,NA,733
2005,2004.875,0.0488636363636364,1,4,1,NA,NA,NA,737
2005.25,2004.125,0.1092,1,1,1,NA,NA,NA,726
2005.25,2004.375,0.11,1,2,1,NA,NA,NA,730
2005.25,2004.625,0.0864,1,3,1,NA,NA,NA,734
2005.25,2004.875,0.106428571428571,1,4,1,NA,NA,NA,738
2005.25,2005.125,0.0678076923076923,1,1,1,NA,NA,NA,742
2005.5,2004.375,0.126296296296296,1,2,1,NA,NA,NA,731
2005.5,2004.625,0.109230769230769,1,3,1,NA,NA,NA,735
2005.5,2004.875,0.118137931034483,1,4,1,NA,NA,NA,739
2005.5,2005.125,0.0884516129032258,1,1,1,NA,NA,NA,743
2005.5,2005.375,0.0616129032258065,1,2,1,NA,NA,NA,747
2005.75,2004.625,0.120769230769231,1,3,1,NA,NA,NA,736
2005.75,2004.875,0.120827586206897,1,4,1,NA,NA,NA,740
2005.75,2005.125,0.10584375,1,1,1,NA,NA,NA,744
2005.75,2005.375,0.0780769230769231,1,2,1,NA,NA,NA,748
2005.75,2005.625,0.0376666666666667,1,3,1,NA,NA,NA,752
2006,2004.875,0.133103448275862,1,4,1,NA,NA,NA,741
2006,2005.125,0.119030303030303,1,1,1,NA,NA,NA,745
2006,2005.375,0.10280487804878,1,2,1,NA,NA,NA,749
2006,2005.625,0.0613333333333333,1,3,1,NA,NA,NA,753
2006,2005.875,0.07275,1,4,1,NA,NA,NA,757
2006.25,2005.125,0.135363636363636,1,1,1,NA,NA,NA,746
2006.25,2005.375,0.116463414634146,1,2,1,NA,NA,NA,750
2006.25,2005.625,0.100425531914894,1,3,1,NA,NA,NA,754
2006.25,2005.875,0.0825681818181818,1,4,1,NA,NA,NA,758
2006.25,2006.125,0.0458064516129032,1,1,1,NA,NA,NA,762
2006.5,2005.375,0.123139534883721,1,2,1,NA,NA,NA,751
2006.5,2005.625,0.130744680851064,1,3,1,NA,NA,NA,755
2006.5,2005.875,0.104177777777778,1,4,1,NA,NA,NA,759
2006.5,2006.125,0.0812790697674419,1,1,1,NA,NA,NA,763
2006.5,2006.375,0.0478125,1,2,1,NA,NA,NA,767
2006.75,2005.625,0.146875,1,3,1,NA,NA,NA,756
2006.75,2005.875,0.126787234042553,1,4,1,NA,NA,NA,760
2006.75,2006.125,0.114468085106383,1,1,1,NA,NA,NA,764
2006.75,2006.375,0.0793023255813953,1,2,1,NA,NA,NA,768
2006.75,2006.625,0.0647324324324324,1,3,1,NA,NA,NA,772
2007,2005.875,0.142595744680851,1,4,1,NA,NA,NA,761
2007,2006.125,0.14,1,1,1,NA,NA,NA,765
2007,2006.375,0.111875,1,2,1,NA,NA,NA,769
2007,2006.625,0.108341463414634,1,3,1,NA,NA,NA,773
2007,2006.875,0.108421052631579,1,4,1,NA,NA,NA,777
2007.25,2006.125,0.170625,1,1,1,NA,NA,NA,766
2007.25,2006.375,0.146734693877551,1,2,1,NA,NA,NA,770
2007.25,2006.625,0.165933333333333,1,3,1,NA,NA,NA,774
2007.25,2006.875,0.16047619047619,1,4,1,NA,NA,NA,778
2007.25,2007.125,0.0977179487179487,1,1,1,NA,NA,NA,782
2007.5,2006.375,0.170816326530612,1,2,1,NA,NA,NA,771
2007.5,2006.625,0.192663043478261,1,3,1,NA,NA,NA,775
2007.5,2006.875,0.175909090909091,1,4,1,NA,NA,NA,779
2007.5,2007.125,0.137386363636364,1,1,1,NA,NA,NA,783
2007.5,2007.375,0.134288095238095,1,2,1,NA,NA,NA,787
2007.75,2006.625,0.206444444444444,1,3,1,NA,NA,NA,776
2007.75,2006.875,0.187727272727273,1,4,1,NA,NA,NA,780
2007.75,2007.125,0.141222222222222,1,1,1,NA,NA,NA,784
2007.75,2007.375,0.149335555555556,1,2,1,NA,NA,NA,788
2007.75,2007.625,0.137179487179487,1,3,1,NA,NA,NA,792
2008,2006.875,0.1925,1,4,1,NA,NA,NA,781
2008,2007.125,0.156136363636364,1,1,1,NA,NA,NA,785
2008,2007.375,0.157448936170213,1,2,1,NA,NA,NA,789
2008,2007.625,0.173488372093023,1,3,1,NA,NA,NA,793
2008,2007.875,0.188888888888889,1,4,1,NA,NA,NA,797
2008.25,2007.125,0.157142857142857,1,1,1,2008,1,1,786
2008.25,2007.375,0.166597872340426,1,2,1,2008,1,1,790
2008.25,2007.625,0.191363636363636,1,3,1,2008,1,1,794
2008.25,2007.875,0.225111111111111,1,4,1,2008,1,1,798
2008.25,2008.125,0.483863636363636,1,1,1,2008,1,1,802
2008.25,2008.249,1,2,5,1,2008,1,1,807
2008.5,2007.375,0.169789361702128,1,2,1,NA,NA,NA,791
2008.5,2007.625,0.187272727272727,1,3,1,NA,NA,NA,795
2008.5,2007.875,0.215,1,4,1,NA,NA,NA,799
2008.5,2008.125,0.429111111111111,1,1,1,NA,NA,NA,803
2008.5,2008.375,0.501818181818182,1,2,1,NA,NA,NA,808
2008.75,2007.625,0.186818181818182,1,3,1,2008,3,1,796
2008.75,2007.875,0.200652173913043,1,4,1,2008,3,1,800
2008.75,2008.125,0.299090909090909,1,1,1,2008,3,1,804
2008.75,2008.375,0.293181818181818,1,2,1,2008,3,1,809
2008.75,2008.625,0.348837209302326,1,3,1,2008,3,1,813
2008.75,2008.749,1,2,5,1,2008,3,1,818
2009,2007.875,0.203953488372093,1,4,1,2008,4,1,801
2009,2008.125,0.234186046511628,1,1,1,2008,4,1,805
2009,2008.375,0.305454545454545,1,2,1,2008,4,1,810
2009,2008.625,0.476511627906977,1,3,1,2008,4,1,814
2009,2008.875,0.901428571428571,1,4,1,2008,4,1,819
2009,2008.999,1,2,5,1,2008,4,1,824
2009.25,2008.125,0.216,1,1,1,2009,1,1,806
2009.25,2008.375,0.248372093023256,1,2,1,2009,1,1,811
2009.25,2008.625,0.336511627906977,1,3,1,2009,1,1,815
2009.25,2008.875,0.747755102040816,1,4,1,2009,1,1,820
2009.25,2009.125,0.944146341463415,1,1,1,2009,1,1,825
2009.25,2009.249,1,2,5,1,2009,1,1,830
2009.5,2008.375,0.2025,1,2,1,2009,2,1,812
2009.5,2008.625,0.24625,1,3,1,2009,2,1,816
2009.5,2008.875,0.50375,1,4,1,2009,2,1,821
2009.5,2009.125,0.739756097560976,1,1,1,2009,2,1,826
2009.5,2009.375,0.789130434782609,1,2,1,2009,2,1,831
2009.5,2009.499,1,2,5,1,2009,2,1,836
2009.75,2008.625,0.192307692307692,1,3,1,NA,NA,NA,817
2009.75,2008.875,0.334375,1,4,1,NA,NA,NA,822
2009.75,2009.125,0.446585365853659,1,1,1,NA,NA,NA,827
2009.75,2009.375,0.46468085106383,1,2,1,NA,NA,NA,832
2009.75,2009.625,0.284666666666667,1,3,1,NA,NA,NA,837
2010,2008.875,0.246170212765957,1,4,1,NA,NA,NA,823
2010,2009.125,0.299024390243902,1,1,1,NA,NA,NA,828
2010,2009.375,0.275,1,2,1,NA,NA,NA,833
2010,2009.625,0.2446875,1,3,1,NA,NA,NA,838
