"event","time","p","resolution","quarter","bin","realization","grpd_time_event"
2017,2014.875,0.0261407407407407,1,4,10,4.35833333333333,73
2017,2015.125,0.001424,1,1,1,4.35833333333333,77
2017,2015.125,0.00368,1,1,2,4.35833333333333,77
2017,2015.125,0.006944,1,1,3,4.35833333333333,77
2017,2015.125,0.018792,1,1,4,4.35833333333333,77
2017,2015.125,0.043248,1,1,5,4.35833333333333,77
2017,2015.125,0.092704,1,1,6,4.35833333333333,77
2017,2015.125,0.179624,1,1,7,4.35833333333333,77
2017,2015.125,0.290728,1,1,8,4.35833333333333,77
2017,2015.125,0.313808,1,1,9,4.35833333333333,77
2017,2015.125,0.049048,1,1,10,4.35833333333333,77
2017,2015.375,0.00170041379310345,1,2,1,4.35833333333333,81
2017,2015.375,0.00449372413793103,1,2,2,4.35833333333333,81
2017,2015.375,0.00823386206896552,1,2,3,4.35833333333333,81
2017,2015.375,0.0181181379310345,1,2,4,4.35833333333333,81
2017,2015.375,0.0399945862068966,1,2,5,4.35833333333333,81
2017,2015.375,0.0771955862068966,1,2,6,4.35833333333333,81
2017,2015.375,0.169535172413793,1,2,7,4.35833333333333,81
2017,2015.375,0.317687344827586,1,2,8,4.35833333333333,81
2017,2015.375,0.286914931034483,1,2,9,4.35833333333333,81
2017,2015.375,0.0761262413793103,1,2,10,4.35833333333333,81
2017,2015.625,0.00292857142857143,1,3,1,4.35833333333333,85
2017,2015.625,0.00464296428571429,1,3,2,4.35833333333333,85
2017,2015.625,0.00765185714285714,1,3,3,4.35833333333333,85
2017,2015.625,0.0138225714285714,1,3,4,4.35833333333333,85
2017,2015.625,0.0325129285714286,1,3,5,4.35833333333333,85
2017,2015.625,0.06881875,1,3,6,4.35833333333333,85
2017,2015.625,0.183796285714286,1,3,7,4.35833333333333,85
2017,2015.625,0.319558285714286,1,3,8,4.35833333333333,85
2017,2015.625,0.314180107142857,1,3,9,4.35833333333333,85
2017,2015.625,0.0520876785714286,1,3,10,4.35833333333333,85
2017,2015.875,0.00156363636363636,1,4,1,4.35833333333333,89
2017,2015.875,0.00177878787878788,1,4,2,4.35833333333333,89
2017,2015.875,0.00317575757575758,1,4,3,4.35833333333333,89
