"event","quarter","bin","time","resolution","realization","binL","binH","binValue","grpd_event_time_bin","pAgg","dataSet"
2017,4,4,2017.875,1,1.75581,2.5,3,2.75,834,0.0457575757575758,"PRCCPI"
2017,4,5,2017.875,1,1.75581,2,2.5,2.25,835,0.229466666666667,"PRCCPI"
2017,4,6,2017.875,1,1.75581,1.5,2,1.75,836,0.6076,"PRCCPI"
2017,4,7,2017.875,1,1.75581,1,1.5,1.25,837,0.0933454545454546,"PRCCPI"
2017,4,8,2017.875,1,1.75581,0.5,1,0.75,838,0.0121333333333333,"PRCCPI"
2017,4,9,2017.875,1,1.75581,0,0.5,0.25,839,0.00157575757575758,"PRCCPI"
2017,4,10,2017.875,1,1.75581,-1000,0,-1,840,0.000333333333333333,"PRCCPI"
2018,1,1,2017.125,1,2.1925,4,1000,5,841,0.00865142857142857,"PRCCPI"
2018,1,2,2017.125,1,2.1925,3.5,4,3.75,842,0.0150571428571429,"PRCCPI"
2018,1,3,2017.125,1,2.1925,3,3.5,3.25,843,0.0612428571428571,"PRCCPI"
2018,1,4,2017.125,1,2.1925,2.5,3,2.75,844,0.18672,"PRCCPI"
2018,1,5,2017.125,1,2.1925,2,2.5,2.25,845,0.41152,"PRCCPI"
2018,1,6,2017.125,1,2.1925,1.5,2,1.75,846,0.21742,"PRCCPI"
2018,1,7,2017.125,1,2.1925,1,1.5,1.25,847,0.0660742857142857,"PRCCPI"
2018,1,8,2017.125,1,2.1925,0.5,1,0.75,848,0.0216171428571429,"PRCCPI"
2018,1,9,2017.125,1,2.1925,0,0.5,0.25,849,0.0065,"PRCCPI"
2018,1,10,2017.125,1,2.1925,-1000,0,-1,850,0.00519714285714286,"PRCCPI"
2018,2,1,2017.375,1,2.1925,4,1000,5,851,0.00553333333333333,"PRCCPI"
2018,2,2,2017.375,1,2.1925,3.5,4,3.75,852,0.00957333333333333,"PRCCPI"
2018,2,3,2017.375,1,2.1925,3,3.5,3.25,853,0.07002,"PRCCPI"
2018,2,4,2017.375,1,2.1925,2.5,3,2.75,854,0.21948,"PRCCPI"
2018,2,5,2017.375,1,2.1925,2,2.5,2.25,855,0.36032,"PRCCPI"
2018,2,6,2017.375,1,2.1925,1.5,2,1.75,856,0.23616,"PRCCPI"
2018,2,7,2017.375,1,2.1925,1,1.5,1.25,857,0.06854,"PRCCPI"
2018,2,8,2017.375,1,2.1925,0.5,1,0.75,858,0.0208133333333333,"PRCCPI"
2018,2,9,2017.375,1,2.1925,0,0.5,0.25,859,0.00618666666666667,"PRCCPI"
2018,2,10,2017.375,1,2.1925,-1000,0,-1,860,0.00337333333333333,"PRCCPI"
2018,3,1,2017.625,1,2.1925,4,1000,5,861,0.00290909090909091,"PRCCPI"
2018,3,2,2017.625,1,2.1925,3.5,4,3.75,862,0.00695151515151515,"PRCCPI"
2018,3,3,2017.625,1,2.1925,3,3.5,3.25,863,0.0525030303030303,"PRCCPI"
2018,3,4,2017.625,1,2.1925,2.5,3,2.75,864,0.172018181818182,"PRCCPI"
2018,3,5,2017.625,1,2.1925,2,2.5,2.25,865,0.384266666666667,"PRCCPI"
2018,3,6,2017.625,1,2.1925,1.5,2,1.75,866,0.264363636363636,"PRCCPI"
2018,3,7,2017.625,1,2.1925,1,1.5,1.25,867,0.0845272727272727,"PRCCPI"
2018,3,8,2017.625,1,2.1925,0.5,1,0.75,868,0.0229393939393939,"PRCCPI"
2018,3,9,2017.625,1,2.1925,0,0.5,0.25,869,0.00680606060606061,"PRCCPI"
2018,3,10,2017.625,1,2.1925,-1000,0,-1,870,0.00271515151515152,"PRCCPI"
2018,4,1,2017.875,1,2.1925,4,1000,5,871,0.000975757575757576,"PRCCPI"
2018,4,2,2017.875,1,2.1925,3.5,4,3.75,872,0.00478181818181818,"PRCCPI"
2018,4,3,2017.875,1,2.1925,3,3.5,3.25,873,0.0278909090909091,"PRCCPI"
2018,4,4,2017.875,1,2.1925,2.5,3,2.75,874,0.162521212121212,"PRCCPI"
2018,4,5,2017.875,1,2.1925,2,2.5,2.25,875,0.379884848484848,"PRCCPI"
2018,4,6,2017.875,1,2.1925,1.5,2,1.75,876,0.299224242424242,"PRCCPI"
2018,4,7,2017.875,1,2.1925,1,1.5,1.25,877,0.0873333333333333,"PRCCPI"
2018,4,8,2017.875,1,2.1925,0.5,1,0.75,878,0.0292424242424242,"PRCCPI"
2018,4,9,2017.875,1,2.1925,0,0.5,0.25,879,0.00633939393939394,"PRCCPI"
2018,4,10,2017.875,1,2.1925,-1000,0,-1,880,0.00180606060606061,"PRCCPI"
2018,1,1,2018.125,1,2.1925,4,1000,5,881,0.00174,"PRCCPI"
2018,1,2,2018.125,1,2.1925,3.5,4,3.75,882,0.00469333333333333,"PRCCPI"
2018,1,3,2018.125,1,2.1925,3,3.5,3.25,883,0.0392066666666667,"PRCCPI"
2018,1,4,2018.125,1,2.1925,2.5,3,2.75,884,0.19298,"PRCCPI"
2018,1,5,2018.125,1,2.1925,2,2.5,2.25,885,0.42144,"PRCCPI"
2018,1,6,2018.125,1,2.1925,1.5,2,1.75,886,0.271793333333333,"PRCCPI"
2018,1,7,2018.125,1,2.1925,1,1.5,1.25,887,0.0536466666666667,"PRCCPI"
2018,1,8,2018.125,1,2.1925,0.5,1,0.75,888,0.01146,"PRCCPI"
2018,1,9,2018.125,1,2.1925,0,0.5,0.25,889,0.00236666666666667,"PRCCPI"
2018,1,10,2018.125,1,2.1925,-1000,0,-1,890,0.000673333333333334,"PRCCPI"
2018,2,1,2018.375,1,2.1925,4,1000,5,891,0.00221379310344828,"PRCCPI"
2018,2,2,2018.375,1,2.1925,3.5,4,3.75,892,0.0105241379310345,"PRCCPI"
2018,2,3,2018.375,1,2.1925,3,3.5,3.25,893,0.0891103448275862,"PRCCPI"
2018,2,4,2018.375,1,2.1925,2.5,3,2.75,894,0.327806896551724,"PRCCPI"
2018,2,5,2018.375,1,2.1925,2,2.5,2.25,895,0.372572413793103,"PRCCPI"
2018,2,6,2018.375,1,2.1925,1.5,2,1.75,896,0.163910344827586,"PRCCPI"
2018,2,7,2018.375,1,2.1925,1,1.5,1.25,897,0.0275172413793103,"PRCCPI"
2018,2,8,2018.375,1,2.1925,0.5,1,0.75,898,0.00453793103448276,"PRCCPI"
2018,2,9,2018.375,1,2.1925,0,0.5,0.25,899,0.00163448275862069,"PRCCPI"
2018,2,10,2018.375,1,2.1925,-1000,0,-1,900,0.000172413793103448,"PRCCPI"
2018,3,1,2018.625,1,2.1925,4,1000,5,901,0.00054,"PRCCPI"
2018,3,2,2018.625,1,2.1925,3.5,4,3.75,902,0.00341333333333333,"PRCCPI"
2018,3,3,2018.625,1,2.1925,3,3.5,3.25,903,0.0373466666666667,"PRCCPI"
2018,3,4,2018.625,1,2.1925,2.5,3,2.75,904,0.281213333333333,"PRCCPI"
2018,3,5,2018.625,1,2.1925,2,2.5,2.25,905,0.508753333333333,"PRCCPI"
2018,3,6,2018.625,1,2.1925,1.5,2,1.75,906,0.1428,"PRCCPI"
2018,3,7,2018.625,1,2.1925,1,1.5,1.25,907,0.02244,"PRCCPI"
2018,3,8,2018.625,1,2.1925,0.5,1,0.75,908,0.00274666666666667,"PRCCPI"
2018,3,9,2018.625,1,2.1925,0,0.5,0.25,909,0.00058,"PRCCPI"
2018,3,10,2018.625,1,2.1925,-1000,0,-1,910,0.000166666666666667,"PRCCPI"
2018,4,1,2018.875,1,2.1925,4,1000,5,911,0.00032258064516129,"PRCCPI"
2018,4,2,2018.875,1,2.1925,3.5,4,3.75,912,0.00129032258064516,"PRCCPI"
2018,4,3,2018.875,1,2.1925,3,3.5,3.25,913,0.0160967741935484,"PRCCPI"
2018,4,4,2018.875,1,2.1925,2.5,3,2.75,914,0.18701935483871,"PRCCPI"
2018,4,5,2018.875,1,2.1925,2,2.5,2.25,915,0.682445161290323,"PRCCPI"
2018,4,6,2018.875,1,2.1925,1.5,2,1.75,916,0.0965677419354839,"PRCCPI"
2018,4,7,2018.875,1,2.1925,1,1.5,1.25,917,0.014,"PRCCPI"
2018,4,8,2018.875,1,2.1925,0.5,1,0.75,918,0.00193548387096774,"PRCCPI"
2018,4,9,2018.875,1,2.1925,0,0.5,0.25,919,0.00032258064516129,"PRCCPI"
2018,4,10,2018.875,1,2.1925,-1000,0,-1,920,0,"PRCCPI"
2019,1,1,2018.125,1,2.29141,4,1000,5,921,0.00870344827586207,"PRCCPI"
2019,1,2,2018.125,1,2.29141,3.5,4,3.75,922,0.0114137931034483,"PRCCPI"
2019,1,3,2018.125,1,2.29141,3,3.5,3.25,923,0.0755379310344828,"PRCCPI"
2019,1,4,2018.125,1,2.29141,2.5,3,2.75,924,0.210413793103448,"PRCCPI"
2019,1,5,2018.125,1,2.29141,2,2.5,2.25,925,0.392937931034483,"PRCCPI"
2019,1,6,2018.125,1,2.29141,1.5,2,1.75,926,0.219551724137931,"PRCCPI"
2019,1,7,2018.125,1,2.29141,1,1.5,1.25,927,0.0591310344827586,"PRCCPI"
2019,1,8,2018.125,1,2.29141,0.5,1,0.75,928,0.0158620689655172,"PRCCPI"
2019,1,9,2018.125,1,2.29141,0,0.5,0.25,929,0.00426206896551724,"PRCCPI"
2019,1,10,2018.125,1,2.29141,-1000,0,-1,930,0.00218620689655172,"PRCCPI"
2019,2,1,2018.375,1,2.29141,4,1000,5,931,0.0126714285714286,"PRCCPI"
2019,2,2,2018.375,1,2.29141,3.5,4,3.75,932,0.0268071428571429,"PRCCPI"
2019,2,3,2018.375,1,2.29141,3,3.5,3.25,933,0.0948071428571429,"PRCCPI"
2019,2,4,2018.375,1,2.29141,2.5,3,2.75,934,0.270457142857143,"PRCCPI"
2019,2,5,2018.375,1,2.29141,2,2.5,2.25,935,0.354028571428571,"PRCCPI"
2019,2,6,2018.375,1,2.29141,1.5,2,1.75,936,0.184771428571429,"PRCCPI"
2019,2,7,2018.375,1,2.29141,1,1.5,1.25,937,0.0431928571428571,"PRCCPI"
2019,2,8,2018.375,1,2.29141,0.5,1,0.75,938,0.0091,"PRCCPI"
2019,2,9,2018.375,1,2.29141,0,0.5,0.25,939,0.00347857142857143,"PRCCPI"
2019,2,10,2018.375,1,2.29141,-1000,0,-1,940,0.000685714285714286,"PRCCPI"
2019,3,1,2018.625,1,2.29141,4,1000,5,941,0.00893793103448276,"PRCCPI"
2019,3,2,2018.625,1,2.29141,3.5,4,3.75,942,0.0235310344827586,"PRCCPI"
2019,3,3,2018.625,1,2.29141,3,3.5,3.25,943,0.0782758620689655,"PRCCPI"
2019,3,4,2018.625,1,2.29141,2.5,3,2.75,944,0.300986206896552,"PRCCPI"
2019,3,5,2018.625,1,2.29141,2,2.5,2.25,945,0.383441379310345,"PRCCPI"
2019,3,6,2018.625,1,2.29141,1.5,2,1.75,946,0.158737931034483,"PRCCPI"
2019,3,7,2018.625,1,2.29141,1,1.5,1.25,947,0.0344413793103448,"PRCCPI"
2019,3,8,2018.625,1,2.29141,0.5,1,0.75,948,0.00819310344827586,"PRCCPI"
2019,3,9,2018.625,1,2.29141,0,0.5,0.25,949,0.00238620689655172,"PRCCPI"
2019,3,10,2018.625,1,2.29141,-1000,0,-1,950,0.00106896551724138,"PRCCPI"
2019,4,1,2018.875,1,2.29141,4,1000,5,951,0.00276129032258065,"PRCCPI"
2019,4,2,2018.875,1,2.29141,3.5,4,3.75,952,0.0170258064516129,"PRCCPI"
2019,4,3,2018.875,1,2.29141,3,3.5,3.25,953,0.0803677419354839,"PRCCPI"
2019,4,4,2018.875,1,2.29141,2.5,3,2.75,954,0.317096774193548,"PRCCPI"
2019,4,5,2018.875,1,2.29141,2,2.5,2.25,955,0.392387096774194,"PRCCPI"
2019,4,6,2018.875,1,2.29141,1.5,2,1.75,956,0.144367741935484,"PRCCPI"
2019,4,7,2018.875,1,2.29141,1,1.5,1.25,957,0.0340064516129032,"PRCCPI"
2019,4,8,2018.875,1,2.29141,0.5,1,0.75,958,0.00904516129032258,"PRCCPI"
2019,4,9,2018.875,1,2.29141,0,0.5,0.25,959,0.00236774193548387,"PRCCPI"
2019,4,10,2018.875,1,2.29141,-1000,0,-1,960,0.000574193548387097,"PRCCPI"
2019,1,1,2019.125,1,2.29141,4,1000,5,961,0.00375454545454545,"PRCCPI"
2019,1,2,2019.125,1,2.29141,3.5,4,3.75,962,0.00932424242424242,"PRCCPI"
2019,1,3,2019.125,1,2.29141,3,3.5,3.25,963,0.0437515151515152,"PRCCPI"
2019,1,4,2019.125,1,2.29141,2.5,3,2.75,964,0.19569696969697,"PRCCPI"
2019,1,5,2019.125,1,2.29141,2,2.5,2.25,965,0.458909090909091,"PRCCPI"
2019,1,6,2019.125,1,2.29141,1.5,2,1.75,966,0.227715151515152,"PRCCPI"
2019,1,7,2019.125,1,2.29141,1,1.5,1.25,967,0.0479090909090909,"PRCCPI"
2019,1,8,2019.125,1,2.29141,0.5,1,0.75,968,0.00866363636363636,"PRCCPI"
2019,1,9,2019.125,1,2.29141,0,0.5,0.25,969,0.00291818181818182,"PRCCPI"
2019,1,10,2019.125,1,2.29141,-1000,0,-1,970,0.00135757575757576,"PRCCPI"
2019,2,1,2019.375,1,2.29141,4,1000,5,971,0.00210969696969697,"PRCCPI"
2019,2,2,2019.375,1,2.29141,3.5,4,3.75,972,0.00583481818181818,"PRCCPI"
2019,2,3,2019.375,1,2.29141,3,3.5,3.25,973,0.0365974545454545,"PRCCPI"
2019,2,4,2019.375,1,2.29141,2.5,3,2.75,974,0.168104090909091,"PRCCPI"
2019,2,5,2019.375,1,2.29141,2,2.5,2.25,975,0.486864363636364,"PRCCPI"
2019,2,6,2019.375,1,2.29141,1.5,2,1.75,976,0.229032484848485,"PRCCPI"
2019,2,7,2019.375,1,2.29141,1,1.5,1.25,977,0.0557431515151515,"PRCCPI"
2019,2,8,2019.375,1,2.29141,0.5,1,0.75,978,0.0116017272727273,"PRCCPI"
2019,2,9,2019.375,1,2.29141,0,0.5,0.25,979,0.00343945454545455,"PRCCPI"
2019,2,10,2019.375,1,2.29141,-1000,0,-1,980,0.000672727272727273,"PRCCPI"
2019,3,1,2019.625,1,2.29141,4,1000,5,981,0.000414285714285714,"PRCCPI"
2019,3,2,2019.625,1,2.29141,3.5,4,3.75,982,0.000728571428571428,"PRCCPI"
2019,3,3,2019.625,1,2.29141,3,3.5,3.25,983,0.0203035714285714,"PRCCPI"
2019,3,4,2019.625,1,2.29141,2.5,3,2.75,984,0.104667857142857,"PRCCPI"
2019,3,5,2019.625,1,2.29141,2,2.5,2.25,985,0.483078571428571,"PRCCPI"
2019,3,6,2019.625,1,2.29141,1.5,2,1.75,986,0.341414285714286,"PRCCPI"
2019,3,7,2019.625,1,2.29141,1,1.5,1.25,987,0.044125,"PRCCPI"
2019,3,8,2019.625,1,2.29141,0.5,1,0.75,988,0.00375357142857143,"PRCCPI"
2019,3,9,2019.625,1,2.29141,0,0.5,0.25,989,0.00115714285714286,"PRCCPI"
2019,3,10,2019.625,1,2.29141,-1000,0,-1,990,0.000357142857142857,"PRCCPI"
2019,4,1,2019.875,1,2.29141,4,1000,5,991,0,"PRCCPI"
2019,4,2,2019.875,1,2.29141,3.5,4,3.75,992,0.000666666666666667,"PRCCPI"
2019,4,3,2019.875,1,2.29141,3,3.5,3.25,993,0.0214466666666667,"PRCCPI"
2019,4,4,2019.875,1,2.29141,2.5,3,2.75,994,0.127946666666667,"PRCCPI"
2019,4,5,2019.875,1,2.29141,2,2.5,2.25,995,0.590853333333333,"PRCCPI"
2019,4,6,2019.875,1,2.29141,1.5,2,1.75,996,0.234586666666667,"PRCCPI"
2019,4,7,2019.875,1,2.29141,1,1.5,1.25,997,0.0205,"PRCCPI"
2019,4,8,2019.875,1,2.29141,0.5,1,0.75,998,0.003,"PRCCPI"
2019,4,9,2019.875,1,2.29141,0,0.5,0.25,999,0.001,"PRCCPI"
2019,4,10,2019.875,1,2.29141,-1000,0,-1,1000,0,"PRCCPI"
2020,1,1,2019.125,1,1.62141,4,1000,5,1001,0.0112939393939394,"PRCCPI"
2020,1,2,2019.125,1,1.62141,3.5,4,3.75,1002,0.0208515151515152,"PRCCPI"
2020,1,3,2019.125,1,1.62141,3,3.5,3.25,1003,0.0769212121212121,"PRCCPI"
2020,1,4,2019.125,1,1.62141,2.5,3,2.75,1004,0.217812121212121,"PRCCPI"
2020,1,5,2019.125,1,1.62141,2,2.5,2.25,1005,0.383406060606061,"PRCCPI"
2020,1,6,2019.125,1,1.62141,1.5,2,1.75,1006,0.199763636363636,"PRCCPI"
2020,1,7,2019.125,1,1.62141,1,1.5,1.25,1007,0.0638666666666667,"PRCCPI"
2020,1,8,2019.125,1,1.62141,0.5,1,0.75,1008,0.0177333333333333,"PRCCPI"
2020,1,9,2019.125,1,1.62141,0,0.5,0.25,1009,0.0050969696969697,"PRCCPI"
2020,1,10,2019.125,1,1.62141,-1000,0,-1,1010,0.00325454545454545,"PRCCPI"
2020,2,1,2019.375,1,1.62141,4,1000,5,1011,0.00871428125,"PRCCPI"
2020,2,2,2019.375,1,1.62141,3.5,4,3.75,1012,0.0175866875,"PRCCPI"
2020,2,3,2019.375,1,1.62141,3,3.5,3.25,1013,0.079982625,"PRCCPI"
2020,2,4,2019.375,1,1.62141,2.5,3,2.75,1014,0.18289878125,"PRCCPI"
2020,2,5,2019.375,1,1.62141,2,2.5,2.25,1015,0.395031625,"PRCCPI"
2020,2,6,2019.375,1,1.62141,1.5,2,1.75,1016,0.2174218125,"PRCCPI"
2020,2,7,2019.375,1,1.62141,1,1.5,1.25,1017,0.07028284375,"PRCCPI"
2020,2,8,2019.375,1,1.62141,0.5,1,0.75,1018,0.018976375,"PRCCPI"
2020,2,9,2019.375,1,1.62141,0,0.5,0.25,1019,0.00587975,"PRCCPI"
2020,2,10,2019.375,1,1.62141,-1000,0,-1,1020,0.0032251875,"PRCCPI"
2020,3,1,2019.625,1,1.62141,4,1000,5,1021,0.0075,"PRCCPI"
2020,3,2,2019.625,1,1.62141,3.5,4,3.75,1022,0.0169137931034483,"PRCCPI"
2020,3,3,2019.625,1,1.62141,3,3.5,3.25,1023,0.0534172413793103,"PRCCPI"
2020,3,4,2019.625,1,1.62141,2.5,3,2.75,1024,0.1798,"PRCCPI"
2020,3,5,2019.625,1,1.62141,2,2.5,2.25,1025,0.387486206896552,"PRCCPI"
2020,3,6,2019.625,1,1.62141,1.5,2,1.75,1026,0.259448275862069,"PRCCPI"
2020,3,7,2019.625,1,1.62141,1,1.5,1.25,1027,0.0649275862068966,"PRCCPI"
2020,3,8,2019.625,1,1.62141,0.5,1,0.75,1028,0.0223586206896552,"PRCCPI"
2020,3,9,2019.625,1,1.62141,0,0.5,0.25,1029,0.00552068965517242,"PRCCPI"
2020,3,10,2019.625,1,1.62141,-1000,0,-1,1030,0.00262758620689655,"PRCCPI"
2020,4,1,2019.875,1,1.62141,4,1000,5,1031,0.00586666666666667,"PRCCPI"
2020,4,2,2019.875,1,1.62141,3.5,4,3.75,1032,0.0157066666666667,"PRCCPI"
2020,4,3,2019.875,1,1.62141,3,3.5,3.25,1033,0.0546333333333333,"PRCCPI"
2020,4,4,2019.875,1,1.62141,2.5,3,2.75,1034,0.206813333333333,"PRCCPI"
2020,4,5,2019.875,1,1.62141,2,2.5,2.25,1035,0.374246666666667,"PRCCPI"
2020,4,6,2019.875,1,1.62141,1.5,2,1.75,1036,0.26903,"PRCCPI"
2020,4,7,2019.875,1,1.62141,1,1.5,1.25,1037,0.05673,"PRCCPI"
2020,4,8,2019.875,1,1.62141,0.5,1,0.75,1038,0.0130666666666667,"PRCCPI"
2020,4,9,2019.875,1,1.62141,0,0.5,0.25,1039,0.00312666666666667,"PRCCPI"
2020,4,10,2019.875,1,1.62141,-1000,0,-1,1040,0.00078,"PRCCPI"
2020,1,1,2020.125,1,1.62141,4,1000,5,1041,0.000825,"PRCCPI"
2020,1,2,2020.125,1,1.62141,3.5,4,3.75,1042,0.00593214285714286,"PRCCPI"
2020,1,3,2020.125,1,1.62141,3,3.5,3.25,1043,0.048325,"PRCCPI"
2020,1,4,2020.125,1,1.62141,2.5,3,2.75,1044,0.203810714285714,"PRCCPI"
2020,1,5,2020.125,1,1.62141,2,2.5,2.25,1045,0.410371428571429,"PRCCPI"
2020,1,6,2020.125,1,1.62141,1.5,2,1.75,1046,0.254171428571429,"PRCCPI"
2020,1,7,2020.125,1,1.62141,1,1.5,1.25,1047,0.0585107142857143,"PRCCPI"
2020,1,8,2020.125,1,1.62141,0.5,1,0.75,1048,0.0160107142857143,"PRCCPI"
2020,1,9,2020.125,1,1.62141,0,0.5,0.25,1049,0.00187142857142857,"PRCCPI"
2020,1,10,2020.125,1,1.62141,-1000,0,-1,1050,0.000171428571428571,"PRCCPI"
2020,2,1,2020.375,1,1.62141,4,1000,5,1051,0.00626060606060606,"PRCCPI"
2020,2,2,2020.375,1,1.62141,3.5,4,3.75,1052,0.00302424242424242,"PRCCPI"
2020,2,3,2020.375,1,1.62141,3,3.5,3.25,1053,0.00864848484848485,"PRCCPI"
2020,2,4,2020.375,1,1.62141,2.5,3,2.75,1054,0.0489181818181818,"PRCCPI"
2020,2,5,2020.375,1,1.62141,2,2.5,2.25,1055,0.165645454545455,"PRCCPI"
2020,2,6,2020.375,1,1.62141,1.5,2,1.75,1056,0.254963636363636,"PRCCPI"
2020,2,7,2020.375,1,1.62141,1,1.5,1.25,1057,0.246836363636364,"PRCCPI"
2020,2,8,2020.375,1,1.62141,0.5,1,0.75,1058,0.135284848484848,"PRCCPI"
2020,2,9,2020.375,1,1.62141,0,0.5,0.25,1059,0.0588242424242424,"PRCCPI"
2020,2,10,2020.375,1,1.62141,-1000,0,-1,1060,0.0715939393939394,"PRCCPI"
2020,3,1,2020.625,1,1.62141,4,1000,5,1061,0.000653846153846154,"PRCCPI"
2020,3,2,2020.625,1,1.62141,3.5,4,3.75,1062,0.00134615384615385,"PRCCPI"
2020,3,3,2020.625,1,1.62141,3,3.5,3.25,1063,0.00653846153846154,"PRCCPI"
2020,3,4,2020.625,1,1.62141,2.5,3,2.75,1064,0.0266538461538462,"PRCCPI"
2020,3,5,2020.625,1,1.62141,2,2.5,2.25,1065,0.0656153846153846,"PRCCPI"
2020,3,6,2020.625,1,1.62141,1.5,2,1.75,1066,0.138069230769231,"PRCCPI"
2020,3,7,2020.625,1,1.62141,1,1.5,1.25,1067,0.218238461538462,"PRCCPI"
2020,3,8,2020.625,1,1.62141,0.5,1,0.75,1068,0.302184615384615,"PRCCPI"
2020,3,9,2020.625,1,1.62141,0,0.5,0.25,1069,0.173080769230769,"PRCCPI"
2020,3,10,2020.625,1,1.62141,-1000,0,-1,1070,0.0676192307692308,"PRCCPI"
2020,4,1,2020.875,1,1.62141,4,1000,5,1071,0.000384615384615385,"PRCCPI"
2020,4,2,2020.875,1,1.62141,3.5,4,3.75,1072,0.000769230769230769,"PRCCPI"
2020,4,3,2020.875,1,1.62141,3,3.5,3.25,1073,0.00269230769230769,"PRCCPI"
2020,4,4,2020.875,1,1.62141,2.5,3,2.75,1074,0.0616153846153846,"PRCCPI"
2020,4,5,2020.875,1,1.62141,2,2.5,2.25,1075,0.151353846153846,"PRCCPI"
2020,4,6,2020.875,1,1.62141,1.5,2,1.75,1076,0.44115,"PRCCPI"
2020,4,7,2020.875,1,1.62141,1,1.5,1.25,1077,0.221003846153846,"PRCCPI"
2020,4,8,2020.875,1,1.62141,0.5,1,0.75,1078,0.0894230769230769,"PRCCPI"
2020,4,9,2020.875,1,1.62141,0,0.5,0.25,1079,0.0250692307692308,"PRCCPI"
2020,4,10,2020.875,1,1.62141,-1000,0,-1,1080,0.00653846153846154,"PRCCPI"
2021,1,1,2020.125,1,5.00808,4,1000,5,1081,0.00927142857142857,"PRCCPI"
2021,1,2,2020.125,1,5.00808,3.5,4,3.75,1082,0.02155,"PRCCPI"
2021,1,3,2020.125,1,5.00808,3,3.5,3.25,1083,0.0589214285714286,"PRCCPI"
2021,1,4,2020.125,1,5.00808,2.5,3,2.75,1084,0.183864285714286,"PRCCPI"
2021,1,5,2020.125,1,5.00808,2,2.5,2.25,1085,0.328760714285714,"PRCCPI"
2021,1,6,2020.125,1,5.00808,1.5,2,1.75,1086,0.276085714285714,"PRCCPI"
2021,1,7,2020.125,1,5.00808,1,1.5,1.25,1087,0.0894714285714286,"PRCCPI"
2021,1,8,2020.125,1,5.00808,0.5,1,0.75,1088,0.0254035714285714,"PRCCPI"
2021,1,9,2020.125,1,5.00808,0,0.5,0.25,1089,0.00437857142857143,"PRCCPI"
2021,1,10,2020.125,1,5.00808,-1000,0,-1,1090,0.00229285714285714,"PRCCPI"
2021,2,1,2020.375,1,5.00808,4,1000,5,1091,0.00661212121212121,"PRCCPI"
2021,2,2,2020.375,1,5.00808,3.5,4,3.75,1092,0.00420606060606061,"PRCCPI"
2021,2,3,2020.375,1,5.00808,3,3.5,3.25,1093,0.0236969696969697,"PRCCPI"
2021,2,4,2020.375,1,5.00808,2.5,3,2.75,1094,0.0765878787878788,"PRCCPI"
2021,2,5,2020.375,1,5.00808,2,2.5,2.25,1095,0.203945454545455,"PRCCPI"
2021,2,6,2020.375,1,5.00808,1.5,2,1.75,1096,0.314436363636364,"PRCCPI"
2021,2,7,2020.375,1,5.00808,1,1.5,1.25,1097,0.205693939393939,"PRCCPI"
2021,2,8,2020.375,1,5.00808,0.5,1,0.75,1098,0.0923787878787879,"PRCCPI"
2021,2,9,2020.375,1,5.00808,0,0.5,0.25,1099,0.0436909090909091,"PRCCPI"
2021,2,10,2020.375,1,5.00808,-1000,0,-1,1100,0.0287515151515152,"PRCCPI"
2021,3,1,2020.625,1,5.00808,4,1000,5,1101,0.00134615384615385,"PRCCPI"
2021,3,2,2020.625,1,5.00808,3.5,4,3.75,1102,0.00684615384615385,"PRCCPI"
2021,3,3,2020.625,1,5.00808,3,3.5,3.25,1103,0.0217307692307692,"PRCCPI"
2021,3,4,2020.625,1,5.00808,2.5,3,2.75,1104,0.0898076923076923,"PRCCPI"
2021,3,5,2020.625,1,5.00808,2,2.5,2.25,1105,0.192269230769231,"PRCCPI"
2021,3,6,2020.625,1,5.00808,1.5,2,1.75,1106,0.268846153846154,"PRCCPI"
2021,3,7,2020.625,1,5.00808,1,1.5,1.25,1107,0.2115,"PRCCPI"
2021,3,8,2020.625,1,5.00808,0.5,1,0.75,1108,0.11365,"PRCCPI"
2021,3,9,2020.625,1,5.00808,0,0.5,0.25,1109,0.076,"PRCCPI"
2021,3,10,2020.625,1,5.00808,-1000,0,-1,1110,0.0180038461538462,"PRCCPI"
2021,4,1,2020.875,1,5.00808,4,1000,5,1111,0.00125769230769231,"PRCCPI"
2021,4,2,2020.875,1,5.00808,3.5,4,3.75,1112,0.00713076923076923,"PRCCPI"
2021,4,3,2020.875,1,5.00808,3,3.5,3.25,1113,0.0249538461538462,"PRCCPI"
2021,4,4,2020.875,1,5.00808,2.5,3,2.75,1114,0.111838461538462,"PRCCPI"
2021,4,5,2020.875,1,5.00808,2,2.5,2.25,1115,0.288142307692308,"PRCCPI"
2021,4,6,2020.875,1,5.00808,1.5,2,1.75,1116,0.302696153846154,"PRCCPI"
2021,4,7,2020.875,1,5.00808,1,1.5,1.25,1117,0.182134615384615,"PRCCPI"
2021,4,8,2020.875,1,5.00808,0.5,1,0.75,1118,0.0607076923076923,"PRCCPI"
2021,4,9,2020.875,1,5.00808,0,0.5,0.25,1119,0.01765,"PRCCPI"
2021,4,10,2020.875,1,5.00808,-1000,0,-1,1120,0.00348846153846154,"PRCCPI"
2021,1,1,2021.125,1,5.00808,4,1000,5,1121,0.00129310344827586,"PRCCPI"
2021,1,2,2021.125,1,5.00808,3.5,4,3.75,1122,0.00664137931034483,"PRCCPI"
