"grpd_time_event","mean_sqDevFromRealization","mean_VarPredicted","mean_error","mean_disagreementEV","mean_time","event","meanEV","mean_disagreementEVMinusPersoni","mean_realization","dataSet"
183,0.083096802631579,0.232504951754386,-0.149408149122807,0.0570230519390582,1999.875,1999,1.56147368421053,0.056981398869709,1.4,"PRPGDP"
184,0.332185684210526,0.637816070175439,-0.305630385964912,0.19049287534626,1999.875,2000,1.92357894736842,0.190353727884357,2.3,"PRPGDP"
185,0.259634848484848,0.653395454545455,-0.393760606060606,0.160314370982553,2000.125,2000,1.98484848484848,0.16015781397964,2.3,"PRPGDP"
186,0.201338636363636,0.744494696969697,-0.543156060606061,0.188936776859504,2000.125,2001,2.18863636363636,0.188752268288352,2.3,"PRPGDP"
187,0.33325585483871,0.616793607526882,-0.283537752688172,0.322108582206035,2000.375,2000,2.40558064516129,0.321750683781362,2.3,"PRPGDP"
188,0.449725717741936,0.976354389784946,-0.526628672043011,0.396922125390219,2000.375,2001,2.52979032258065,0.396481100806452,2.3,"PRPGDP"
189,0.12651725,0.470852290229885,-0.344335040229885,0.121473801426873,2000.625,2000,2.37101724137931,0.121318860353624,2.3,"PRPGDP"
190,0.204394827586207,0.788214367816092,-0.583819540229885,0.200917895362664,2000.625,2001,2.35896551724138,0.200661622536946,2.3,"PRPGDP"
191,0.08705,0.263252083333333,-0.176202083333333,0.076415234375,2000.875,2000,2.403125,0.0763357180020812,2.3,"PRPGDP"
192,0.2768082890625,0.780351606770833,-0.503543317708333,0.25100287866211,2000.875,2001,2.460640625,0.250741689402315,2.3,"PRPGDP"
193,0.416995833333333,0.7383875,-0.321391666666667,0.416871138888889,2001.125,2001,2.31116666666667,0.416375453824812,2.3,"PRPGDP"
194,1.23540178571429,0.958824404761905,0.276577380952381,0.493957780612245,2001.125,2002,2.36107142857143,0.493280197922791,1.5,"PRPGDP"
195,0.191737962962963,0.524984259259259,-0.333246296296296,0.152695130315501,2001.375,2001,2.49759259259259,0.152469249945211,2.3,"PRPGDP"
196,0.956325,0.681719871794872,0.274605128205128,0.214739053254438,2001.375,2002,2.36115384615385,0.214395470769231,1.5,"PRPGDP"
197,0.114044642857143,0.50803869047619,-0.393994047619048,0.110358418367347,2001.625,2001,2.36071428571429,0.110207035077405,2.3,"PRPGDP"
198,0.823285185185185,0.854677777777778,-0.0313925925925925,0.226385871056241,2001.625,2002,2.27259259259259,0.226050980714442,1.5,"PRPGDP"
199,0.18085522826087,0.344584626811594,-0.163729398550725,0.178924963137996,2001.875,2001,2.3439347826087,0.178555283462091,2.3,"PRPGDP"
200,0.703928260869565,0.701361594202899,0.00256666666666665,0.444714461247637,2001.875,2002,2.00913043478261,0.443795629716134,1.5,"PRPGDP"
201,0.3763182,0.719098466666667,-0.342780266666667,0.31521036,2002.125,2002,1.7472,0.314835555766944,1.5,"PRPGDP"
202,0.392104533333333,1.01696213333333,-0.6248576,0.358931982222222,2002.125,2003,2.18213333333333,0.358505190328974,2,"PRPGDP"
