"p","trueBinSmoothed","pAgg","trueBinSmoothedAgg"
0.2702,0.256055893429445,NA,NA
0.1081,0.13752952266691,NA,NA
0.0431,0.0664831316950919,NA,NA
0.054,0.079080529854812,NA,NA
0.106,0.135540444545362,NA,NA
0.166,0.187520315370684,NA,NA
0.141,0.166493446851777,NA,NA
0.113,0.142064567936309,NA,NA
0.059,0.0847592677724734,NA,NA
0.294,0.270440623325358,NA,NA
0.368,0.31562578180245,NA,NA
0.147,0.171589688082577,NA,NA
0.0359,0.0581182956266451,NA,NA
0.0513,0.0759902199604616,NA,NA
0.0733,0.100833438697545,NA,NA
0.1047,0.134293291576507,NA,NA
0.1495,0.173704688423471,NA,NA
0.2136,0.22325331499193,NA,NA
0.1709,0.191565578436398,NA,NA
0.1025,0.132152664928565,NA,NA
0.0615,0.0875845150691175,NA,NA
0.0368,0.0591589036660483,NA,NA
0.034,0.0559288316975701,NA,NA
0.098,0.127642643297729,NA,NA
0.072,0.0993811053871998,NA,NA
0.097,0.126615996809556,NA,NA
0.162,0.184195203678234,NA,NA
0.145,0.169894014748793,NA,NA
0.052,0.0767934317622363,NA,NA
0.073,0.100498453292375,NA,NA
0.135,0.161368413277307,NA,NA
0.338,0.298566444129412,NA,NA
0.0079,0.0276213279353263,NA,NA
0.0156,0.0355717606368611,NA,NA
0.0292,0.0504543627817313,NA,NA
0.0488,0.0731084821439956,NA,NA
0.0741,0.101726236237103,NA,NA
0.1078,0.13724720196309,NA,NA
0.1609,0.183277810198725,NA,NA
0.2681,0.254834667638778,NA,NA
0.1267,0.15421237725729,NA,NA
0.207,0.218970767974376,NA,NA
0.163,0.185028144290841,NA,NA
0.0065,0.0262088728654714,NA,NA
0.0097,0.0294504103182033,NA,NA
0.0269,0.0478666952542167,NA,NA
0.0607,0.0866811842909844,NA,NA
0.1107,0.139952817649338,NA,NA
0.1753,0.195164177647749,NA,NA
0.2339,0.235472190497323,NA,NA
0.002406,0.0221142987405991,NA,NA
0.004811,0.024514330826864,NA,NA
0.009622,0.0293708061496849,NA,NA
0.019244,0.0394544633527531,NA,NA
0.038488,0.0611156256850837,NA,NA
0.076977,0.104930794316312,NA,NA
0.153953,0.177458269198165,NA,NA
0.307906,0.279351088919357,NA,NA
0.23264,0.234744467342953,NA,NA
0.0662,0.0928787577361904,NA,NA
0.0189,0.0390845104122459,NA,NA
0.0473,0.071370322934938,NA,NA
0.1183,0.14683660976251,NA,NA
0.2957,0.271509891139708,NA,NA
0.0887,0.11782832475215,NA,NA
0.0266,0.0475310717208047,NA,NA
0.0346,0.0566190716780495,NA,NA
0.048542,0.0728099371509364,NA,NA
0.069346,0.0964102359277555,NA,NA
0.099066,0.128727677689683,NA,NA
0.141523,0.166938761683854,NA,NA
0.202175,0.215696149322085,NA,NA
0.08087,0.109249266755669,NA,NA
0.1871,0.20456859449233,NA,NA
0.0702,0.0973670575577472,NA,NA
0.1169,0.14558721381043,NA,NA
0.1696,0.190495780535227,NA,NA
0.1872,0.204646234383892,NA,NA
0.1754,0.195245516407842,NA,NA
0.0526,0.0774807219668459,NA,NA
0.0158,0.0357828057669,NA,NA
0.0047,0.0244032707999341,NA,NA
0.0205,0.040811353513782,NA,NA
0.0253,0.0460819980949629,NA,NA
0.0422,0.0654344510242537,NA,NA
0.0704,0.097591019797286,NA,NA
0.1174,0.146034250732102,NA,NA
0.1956,0.211000812013225,NA,NA
0.1721,0.192550600323866,NA,NA
0.1033,0.132935623892054,NA,NA
0.0619,0.0880359381060025,NA,NA
0.1865,0.204101891979862,NA,NA
0.167,0.188348607978568,NA,NA
0.334,0.296101595487816,NA,NA
0.0993,0.128964491775613,NA,NA
0.0472,0.0712542553640962,NA,NA
0.0788,0.106955847349039,NA,NA
0.1313,0.158189877105458,NA,NA
0.2189,0.226560582930556,NA,NA
0.0963,0.125892565636864,NA,NA
0.0578,0.0834004004043458,NA,NA
0.1045,0.134100284875304,NA,NA
0.153,0.176656470188241,NA,NA
0.096,0.125581363047698,NA,NA
0.033,0.0547810615823886,NA,NA
0.039,0.0617102347383639,NA,NA
0.0329,0.0546664746284719,NA,NA
0.0672,0.0940023915585863,NA,NA
0.0959,0.125477477303013,NA,NA
0.1439,0.16896007214828,NA,NA
0.1919,0.208245138291363,NA,NA
0.1968,0.211878015337786,NA,NA
0.1055,0.135062263449377,NA,NA
0.0324,0.0540940819616246,NA,NA
0.0463,0.0702087637268573,NA,NA
0.0661,0.0927663394382379,NA,NA
0.0944,0.123910440527977,NA,NA
0.1348,0.161196997271652,NA,NA
0.1926,0.20877208050664,NA,NA
0.1445,0.169469610012061,NA,NA
0.0722,0.099604664623306,NA,NA
0.1204,0.148698229038928,NA,NA
0.185,0.20292887443911,NA,NA
0.575,0.3968518478313,NA,NA
0.0025,0.0222079025106392,NA,NA
0.0125,0.0323305232141706,NA,NA
0.0075,0.0272169429654268,NA,NA
0.0165,0.0365233292387302,NA,NA
0.0525,0.0773662461932481,NA,NA
0.0015,0.0212126811217164,NA,NA
0.1335,0.160081736527114,NA,NA
0.0175,0.037586282053773,NA,NA
0.0575,0.0830603473819952,NA,NA
0.198,0.212746457745259,NA,NA
0.0225,0.0429915498164843,NA,NA
5e-04,0.0202183381455669,NA,NA
0.526,0.372986406129514,NA,NA
0.0029,0.022606365311375,NA,NA
0.6912,0.437189081884664,NA,NA
0.103,0.13264264085783,NA,NA
0.438,0.344629353299437,NA,NA
0.638,0.42339633430673,NA,NA
0.0155,0.0354663266645837,NA,NA
0.001417,0.0211301251656705,NA,NA
0.236688,0.237071714384252,NA,NA
0.702552,0.439932887243042,NA,NA
0.059279,0.0850749249682943,NA,NA
6.3e-05,0.0197839380619976,NA,NA
0.058016,0.0836451509525716,NA,NA
0.322518,0.288838643650791,NA,NA
0.447255,0.347393444859687,NA,NA
0.158308,0.181111639236641,NA,NA
0.013623,0.0334982269089637,NA,NA
0.000279,0.0199986489817733,NA,NA
1e-06,0.0197223086626763,NA,NA
0.0875,0.11652707005024,NA,NA
0.1304,0.157414157561436,NA,NA
0.868,0.534882092631558,NA,NA
0.0016,0.0213121541996957,NA,NA
0.442,0.345861484147456,NA,NA
0.558,0.388861261232087,NA,NA
0.9848,0.61365904531476,NA,NA
0.0152,0.0351503785698859,NA,NA
0.0204,0.0407029687755935,NA,NA
0.3996,0.33031081699947,NA,NA
0.3604,0.311578922529013,NA,NA
0.0912,0.120518027848254,NA,NA
0.2724,0.257343543707365,NA,NA
0.506,0.363873920117864,NA,NA
0.1668,0.188183053460172,NA,NA
0.0132,0.0330575335272379,NA,NA
0.0024,0.0221083244561166,NA,NA
0.184,0.202142127689724,NA,NA
0.6508,0.427474778304871,NA,NA
0.3112,0.281496797368073,NA,NA
0.108,0.137435481276437,NA,NA
0.8856,0.548050371917133,NA,NA
0.0064,0.0261082780527647,NA,NA
0.942,0.58773469441015,NA,NA
8e-04,0.0205165832099134,NA,NA
0.2416,0.239858012240522,NA,NA
0.4204,0.338577361775332,NA,NA
0.234,0.235529812801527,NA,NA
0.0504,0.0749552110257399,NA,NA
0.0144,0.0343104369634546,NA,NA
0.1132,0.142246907786595,NA,NA
0.386,0.324365764807511,NA,NA
0.0892,0.118368669470098,NA,NA
0.0068,0.0265108809664689,NA,NA
0.0036,0.0233043397625554,NA,NA
0.0316,0.0531802050029056,NA,NA
0.2464,0.242552649023617,NA,NA
0.5092,0.365203692785214,NA,NA
0.196,0.211294161563109,NA,NA
0.0128,0.0326417536736059,NA,NA
0.0012,0.0209143122953592,NA,NA
0.1136,0.14261100105304,NA,NA
0.7844,0.473902377212147,NA,NA
0.1008,0.130470477856441,NA,NA
0.0032,0.0229053859474378,NA,NA
0.116,0.144780103087232,NA,NA
0.7828,0.472946060313626,NA,NA
0.0976,0.127232972024238,NA,NA
0.0916,0.120945402376028,NA,NA
0.902,0.560046235650019,NA,NA
0.0384,0.0610134744116809,NA,NA
0.9616,0.600058784599663,NA,NA
0.9872,0.615025250490845,NA,NA
0.0116,0.0313999226403935,NA,NA
0.0732,0.100721788149129,NA,NA
0.2604,0.250418522460047,NA,NA
0.4144,0.336303954026027,NA,NA
0.1992,0.213605796495651,NA,NA
0.0764,0.104288910630899,NA,NA
0.3168,0.285142545932081,NA,NA
0.4492,0.347935294972673,NA,NA
0.1384,0.164276454029695,NA,NA
0.0436,0.0670657207209722,NA,NA
0.3408,0.300268328055831,NA,NA
0.4984,0.361000779294077,NA,NA
0.1084,0.137811258111807,NA,NA
0.0048,0.0245033233783486,NA,NA
0.5716,0.395284737638481,NA,NA
0.3948,0.3282648490687,NA,NA
0.0028,0.022506725921095,NA,NA
0.0988,0.128457871567845,NA,NA
0.1284,0.155686186929551,NA,NA
0.0244,0.0450839711424845,NA,NA
0.9448,0.589549760589155,NA,NA
0.0308,0.0522688617974382,NA,NA
0.9928,0.618195552605808,NA,NA
0.0072,0.0269141013707042,NA,NA
0.0212,0.0415717328181151,NA,NA
0.1248,0.152558867210798,NA,NA
0.4376,0.344503060854612,NA,NA
0.3664,0.314791813135922,NA,NA
0.0444,0.0679976678674414,NA,NA
0.0228,0.043320587563864,NA,NA
0.4472,0.347377928684434,NA,NA
0.5132,0.366950526682996,NA,NA
0.9356,0.583514990390408,NA,NA
0.0512,0.0758753494649802,NA,NA
0.9996,0.622025593185806,NA,NA
0.0224,0.0428819848659853,NA,NA
0.0312,0.0527242072737867,NA,NA
0.0712,0.0984864208165192,NA,NA
0.202,0.21557477331702,NA,NA
0.2248,0.230136718735666,NA,NA
0.0376,0.0600855128066258,NA,NA
0.018,0.0381200059265704,NA,NA
0.0932,0.122645686096769,NA,NA
0.1632,0.185194606513374,NA,NA
0.2476,0.24322411199614,NA,NA
0.226,0.230851923925924,NA,NA
0.1344,0.160854037401484,NA,NA
0.0616,0.0876973859000414,NA,NA
0.0096,0.0293483596363194,NA,NA
0.0236,0.0442005065578524,NA,NA
0.0628,0.0890510540078144,NA,NA
0.2692,0.255473400007978,NA,NA
0.2764,0.25970654058737,NA,NA
0.1404,0.165982311062237,NA,NA
0.0432,0.0665996532681442,NA,NA
0.0088,0.0285338568501549,NA,NA
0.0044,0.0241032719791863,NA,NA
0.0476,0.0717183950006081,NA,NA
0.4836,0.356496241523763,NA,NA
0.1984,0.213033925186577,NA,NA
0.3432,0.30171089372617,NA,NA
0.4636,0.351604115389202,NA,NA
0.0084,0.0281278163425508,NA,NA
0.0272,0.0482027672950621,NA,NA
0.4752,0.354371520244295,NA,NA
0.4812,0.355868186769447,NA,NA
0.8676,0.534579629306135,NA,NA
0.1288,0.156032267117074,NA,NA
0.974,0.607431834843906,NA,NA
0.026,0.0468611886715522,NA,NA
0.0112,0.0309878050451138,NA,NA
0.0648,0.091304006647078,NA,NA
0.1268,0.154299212192249,NA,NA
0.1868,0.20433542707981,NA,NA
0.214,0.22350658917285,NA,NA
0.1888,0.205882688042835,NA,NA
0.1112,0.140414303029075,NA,NA
0.0588,0.0845329289485907,NA,NA
0.0856,0.114455171132585,NA,NA
0.1552,0.178506156988302,NA,NA
0.2356,0.236449198041723,NA,NA
0.2352,0.236219797922501,NA,NA
0.2312,0.233908824298534,NA,NA
0.0864,0.115329164618347,NA,NA
0.1848,0.202771819941982,NA,NA
0.2776,0.260420861639328,NA,NA
0.114,0.142974327580298,NA,NA
0.0396,0.0624075964094004,NA,NA
0.0056,0.0253047797866242,NA,NA
0.0136,0.0334742381940988,NA,NA
0.1092,0.138559765598424,NA,NA
0.3436,0.301949827400569,NA,NA
0.0164,0.0364173620882988,NA,NA
0.1616,0.183861742744253,NA,NA
0.4496,0.348045107711128,NA,NA
0.3244,0.290045517676308,NA,NA
0.0564,0.08181217816822,NA,NA
0.5784,0.398405255231826,NA,NA
0.3612,0.312015014087935,NA,NA
0.132,0.158792480314488,NA,NA
0.1128,0.141882029573385,NA,NA
0.2152,0.224262598501637,NA,NA
0.1932,0.209221725714999,NA,NA
0.1192,0.147636174405753,NA,NA
0.0052,0.0249038138326645,NA,NA
0.0492,0.0735709524662745,NA,NA
0.0928,0.122222053067181,NA,NA
0.1752,0.195082817368666,NA,NA
0.2472,0.243000331126102,NA,NA
0.2172,0.225510610657186,NA,NA
0.1376,0.16359317651794,NA,NA
0.062,0.0881487687716634,NA,NA
0.0836,0.112261144388216,NA,NA
0.1996,0.213890192142427,NA,NA
0.2656,0.253390641180877,NA,NA
0.2508,0.245014358217873,NA,NA
0.0268,0.0477547706805788,NA,NA
0.0192,0.0394071036099049,NA,NA
0.4308,0.342272650996512,NA,NA
0.3496,0.305482375748637,NA,NA
0.0576,0.0831737144446189,NA,NA
0.0692,0.096246576835757,NA,NA
0.3092,0.280193553718019,NA,NA
0.476,0.354566340442082,NA,NA
0.1264,0.153951761828012,NA,NA
0.0728,0.100275073462857,NA,NA
0.6644,0.431095724711728,NA,NA
0.258,0.249059451998571,NA,NA
0.0148,0.034729938321121,NA,NA
0.9464,0.59057858757199,NA,NA
0.0388,0.0614779111456258,NA,NA
0.0684,0.095349406625856,NA,NA
0.1352,0.161539787305617,NA,NA
0.1952,0.210706534018992,NA,NA
0.2112,0.221719506912646,NA,NA
0.1812,0.199920711864465,NA,NA
0.0464,0.0703250020682934,NA,NA
0.1064,0.135921681744162,NA,NA
0.2444,0.241432142816546,NA,NA
0.216,0.224763544054969,NA,NA
0.1124,0.141516348205829,NA,NA
0.0092,0.0289406924172368,NA,NA
0.1836,0.201826416415521,NA,NA
0.2792,0.261377022279061,NA,NA
0.2664,0.253851604080478,NA,NA
0.0708,0.0980388098841152,NA,NA
0.316,0.284622705865691,NA,NA
0.4464,0.347151005704261,NA,NA
0.1496,0.173789176878237,NA,NA
0.0076,0.0273179742491439,NA,NA
0.242,0.240083398331203,NA,NA
0.4932,0.359268313325549,NA,NA
0.1936,0.20952043200628,NA,NA
0.0448,0.0684634873388568,NA,NA
0.6052,0.410290785434506,NA,NA
0.3412,0.300509810299565,NA,NA
0.3336,0.295853047106284,NA,NA
0.666,0.431481123344422,NA,NA
0.1484,0.172774742006912,NA,NA
0.2224,0.228694165455088,NA,NA
0.1572,0.180183805173072,NA,NA
0.0748,0.102506836042872,NA,NA
0.024,0.044641801114288,NA,NA
0.0516,0.076334640386448,NA,NA
0.2032,0.216403224770811,NA,NA
0.2456,0.242104719540077,NA,NA
0.1048,0.134389679197987,NA,NA
0.0596,0.0854379808821863,NA,NA
0.2876,0.266469274605552,NA,NA
0.0232,0.0437600984002218,NA,NA
