"grpd_time_event","mean_sqDevFromRealization","mean_VarPredicted","mean_error","mean_disagreementEV","mean_time","event","meanEV","mean_disagreementEVMinusPersoni","mean_realization","dataSet"
83,0.276674973033333,0.275629853,0.00104512003333328,0.0509612976555556,2017.375,2017,2.23090333333333,0.0509007015822434,1.75581,"PRCCPI"
84,0.0714791846666667,0.392895465333333,-0.321416280666667,0.0708207490666667,2017.375,2018,2.21816,0.070736538901308,2.1925,"PRCCPI"
85,0.0719232508727273,0.193743376893939,-0.121820126021212,0.044597958677686,2017.625,2017,1.92111363636364,0.0445544059836648,1.75581,"PRCCPI"
86,0.0602943618181818,0.362551145757576,-0.302256783939394,0.0567997606795225,2017.625,2018,2.13338484848485,0.0567442921632339,2.1925,"PRCCPI"
87,0.0519389036151515,0.158475861818182,-0.10653695820303,0.0402692083746557,2017.875,2017,1.86383636363636,0.0402298829758523,1.75581,"PRCCPI"
88,0.0792625667424242,0.303998509015152,-0.224735942272727,0.0641704442424243,2017.875,2018,2.06965,0.0641077777929688,2.1925,"PRCCPI"
89,0.05435555,0.2581412,-0.20378565,0.0542810155555556,2018.125,2018,2.18386666666667,0.0542164721363456,2.1925,"PRCCPI"
90,0.0682808773931034,0.383475883132184,-0.31519500573908,0.0675002723305589,2018.125,2019,2.26347068965517,0.0674141750444229,2.29141,"PRCCPI"
91,0.139180093448276,0.222139857701149,-0.0829597642528736,0.0941175878478002,2018.375,2018,2.40477931034483,0.0939975399041168,2.1925,"PRCCPI"
92,0.1074987081,0.373317863095238,-0.265819154995238,0.0964172359693877,2018.375,2019,2.39667857142857,0.0962849763864393,2.29141,"PRCCPI"
93,0.0464612703333334,0.196088929666667,-0.149627659333333,0.0261844596555555,2018.625,2018,2.33489666666667,0.0261533247451447,2.1925,"PRCCPI"
94,0.0649948918758621,0.353064045201149,-0.288069153325287,0.0522511290487515,2018.625,2019,2.40429827586207,0.052184482200475,2.29141,"PRCCPI"
95,0.0253470645161291,0.136965932795699,-0.11161886827957,0.0145109261186264,2018.875,2018,2.29659677419355,0.0144948028673835,2.1925,"PRCCPI"
96,0.0568487208580645,0.299284940134409,-0.242436219276344,0.045974671566077,2018.875,2019,2.39568870967742,0.0459235885976702,2.29141,"PRCCPI"
97,0.0541442343462121,0.283211254526515,-0.229067020180303,0.0504828659274564,2019.125,2019,2.23090075757576,0.0504335662536991,2.29141,"PRCCPI"
98,0.525353527558333,0.430180633617424,0.095172893940909,0.0822859948209366,2019.125,2020,2.28704318181818,0.0822056374041193,1.62141,"PRCCPI"
99,0.0824842456363655,0.233667667401142,-0.151183421764777,0.0718888513168154,2019.375,2019,2.18847606818182,0.0718186473604513,2.29141,"PRCCPI"
100,0.491707060117664,0.39122311087885,0.100483949238814,0.106480058916267,2019.375,2020,2.242076578125,0.106369257606261,1.62141,"PRCCPI"
101,0.0618505069571428,0.191444604880952,-0.12959409792381,0.0255686928954081,2019.625,2019,2.10093214285714,0.0255336192426024,2.29141,"PRCCPI"
102,0.413455902793965,0.372919442507184,0.0405364602867815,0.0884051301337693,2019.625,2020,2.19154224137931,0.0882923684881905,1.62141,"PRCCPI"
103,0.0400920742333333,0.15291245,-0.112820375766667,0.0302348939555555,2019.875,2019,2.19212666666667,0.0301989428331351,2.29141,"PRCCPI"
104,0.4732185946,0.296217468166667,0.177001126433333,0.1051458385,2019.875,2020,2.2281,0.10502081372176,1.62141,"PRCCPI"
105,0.385961855211607,0.271047337001488,0.114914518210119,0.0540996553276466,2020.125,2020,2.19748482142857,0.0540254445521629,1.62141,"PRCCPI"
106,8.13519386829286,0.397878550059524,7.73731531823333,0.119310332308673,2020.125,2021,2.17684642857143,0.119146669301391,5.00808,"PRCCPI"
107,0.561414460630303,0.459724010227273,0.10169045040303,0.501818110798898,2020.375,2020,1.37728636363636,0.501328054050071,1.62141,"PRCCPI"
108,11.4992993806727,0.508936270454545,10.9903631102182,0.250646040004591,2020.375,2021,1.65417878787879,0.250401268481149,5.00808,"PRCCPI"
109,0.803180335874038,0.381309930873397,0.421870405000641,0.375200934564534,2020.625,2020,0.967208653846154,0.374600613069231,1.62141,"PRCCPI"
110,11.845738313174,0.466410858277244,11.3793274548968,0.255902394327848,2020.625,2021,1.60369519230769,0.255492950496923,5.00808,"PRCCPI"
111,0.169975079080769,0.222757481185897,-0.0527824021051282,0.169679252311391,2020.875,2020,1.63860961538462,0.169407765507692,1.62141,"PRCCPI"
112,9.95654739409231,0.347366185897436,9.60918120819487,0.133125591715976,2020.875,2021,1.87384615384615,0.132912590769231,5.00808,"PRCCPI"
113,8.91388357055948,0.329156980783046,8.58472658977643,0.106047753938763,2021.125,2021,2.04028017241379,0.105912488946495,5.00808,"PRCCPI"
114,7.59657287736059,0.305738238684003,7.29083463867659,0.243526500324373,2021.375,2021,2.29642987931034,0.243215879788245,5.00808,"PRCCPI"
115,1.52776262194018,0.41271384905506,1.11504877288512,0.49796786451132,2021.625,2021,3.99329196428571,0.497284781020907,5.00808,"PRCCPI"
116,0.68456467714074,0.275126157407407,0.409438519733333,0.455029286694102,2021.875,2021,4.52898148148148,0.454356166447512,5.00808,"PRCCPI"
